1.008188,3.714396,3.654040,3.591992,3.415084,3.276273,3.323169,3.305948,3.415223,3.439651,3.418650,3.293899,3.518271,3.536049,3.390996,3.679764,2.914172,3.099242,1.470796,1.205140,0.000000,0.000000,0.000000,0.000000
1.008237,3.714786,3.654405,3.592104,3.415424,3.276557,3.323623,3.306300,3.415661,3.439862,3.419100,3.294128,3.518640,3.536432,3.391309,3.680196,2.914448,3.099532,1.470878,1.205210,0.000000,0.000000,0.000000,0.000000
1.008311,3.714868,3.654504,3.592356,3.415512,3.276711,3.323636,3.306341,3.415691,3.440087,3.419084,3.294322,3.518804,3.536499,3.391533,3.680252,2.914465,3.099567,1.471002,1.205304,0.000000,0.000000,0.000000,0.000000
1.008654,3.716313,3.655922,3.593709,3.416819,3.277954,3.324942,3.307696,3.417062,3.441305,3.420454,3.295505,3.520057,3.537865,3.392746,3.681657,2.915656,3.100788,1.471532,1.205764,0.000000,0.000000,0.000000,0.000000
1.008433,3.715569,3.655195,3.592891,3.416141,3.277213,3.324269,3.307028,3.416401,3.440571,3.419822,3.294751,3.519303,3.537146,3.391931,3.680944,2.915106,3.100218,1.471178,1.205467,0.000000,0.000000,0.000000,0.000000
1.008024,3.713807,3.653429,3.591281,3.414534,3.275740,3.322698,3.305380,3.414713,3.439099,3.418104,3.293364,3.517790,3.535495,3.390543,3.679196,2.913621,3.098663,1.470557,1.204919,0.000000,0.000000,0.000000,0.000000
1.008638,3.716337,3.655946,3.593682,3.416816,3.277909,3.324922,3.307717,3.417114,3.441291,3.420506,3.295419,3.520010,3.537846,3.392651,3.681670,2.915701,3.100845,1.471512,1.205743,0.000000,0.000000,0.000000,0.000000
1.008329,3.714963,3.654591,3.592455,3.415594,3.276797,3.323725,3.306421,3.415776,3.440171,3.419162,3.294409,3.518885,3.536590,3.391618,3.680350,2.914552,3.099655,1.471030,1.205337,0.000000,0.000000,0.000000,0.000000
1.008101,3.714320,3.653933,3.591602,3.414991,3.276105,3.323178,3.305866,3.415225,3.439393,3.418670,3.293688,3.518183,3.535968,3.390817,3.679724,2.914090,3.099153,1.470677,1.205025,0.000000,0.000000,0.000000,0.000000
1.008266,3.714891,3.654514,3.592259,3.415523,3.276670,3.323696,3.306387,3.415723,3.440022,3.419167,3.294239,3.518753,3.536520,3.391451,3.680277,2.914547,3.099596,1.470929,1.205263,0.000000,0.000000,0.000000,0.000000
1.008320,3.714940,3.654584,3.592384,3.415591,3.276793,3.323761,3.306423,3.415769,3.440149,3.419188,3.294382,3.518901,3.536597,3.391630,3.680346,2.914538,3.099625,1.471026,1.205311,0.000000,0.000000,0.000000,0.000000
1.008207,3.714539,3.654170,3.592004,3.415203,3.276349,3.323297,3.306028,3.415386,3.439783,3.418784,3.293962,3.518456,3.536160,3.391153,3.679905,2.914237,3.099296,1.470837,1.205176,0.000000,0.000000,0.000000,0.000000
1.008414,3.715430,3.655047,3.592748,3.416005,3.277140,3.324204,3.306886,3.416255,3.440463,3.419688,3.294674,3.519225,3.537050,3.391911,3.680819,2.914958,3.100046,1.471142,1.205434,0.000000,0.000000,0.000000,0.000000
1.008304,3.714886,3.654525,3.592286,3.415530,3.276720,3.323717,3.306379,3.415732,3.440071,3.419135,3.294288,3.518816,3.536547,3.391551,3.680293,2.914491,3.099568,1.470984,1.205284,0.000000,0.000000,0.000000,0.000000
1.008279,3.714853,3.654460,3.592246,3.415473,3.276597,3.323568,3.306307,3.415689,3.440032,3.419077,3.294184,3.518709,3.536451,3.391402,3.680209,2.914471,3.099549,1.470938,1.205256,0.000000,0.000000,0.000000,0.000000
1.008155,3.714458,3.654062,3.591896,3.415092,3.276183,3.323129,3.305930,3.415309,3.439663,3.418702,3.293802,3.518277,3.535996,3.390931,3.679785,2.914207,3.099270,1.470730,1.205104,0.000000,0.000000,0.000000,0.000000
1.008835,3.716857,3.656506,3.594276,3.417355,3.278580,3.325571,3.308227,3.417624,3.441834,3.420989,3.296098,3.520689,3.538478,3.393437,3.682283,2.916060,3.101233,1.471832,1.206003,0.000000,0.000000,0.000000,0.000000
1.008811,3.716784,3.656438,3.594217,3.417280,3.278497,3.325477,3.308160,3.417552,3.441769,3.420918,3.296016,3.520600,3.538395,3.393335,3.682199,2.916030,3.101190,1.471804,1.205972,0.000000,0.000000,0.000000,0.000000
1.008194,3.714578,3.654191,3.592048,3.415216,3.276340,3.323270,3.306054,3.415407,3.439788,3.418816,3.293974,3.518431,3.536136,3.391104,3.679915,2.914292,3.099368,1.470799,1.205152,0.000000,0.000000,0.000000,0.000000
1.008207,3.714799,3.654390,3.592069,3.415392,3.276460,3.323529,3.306288,3.415665,3.439816,3.419107,3.294011,3.518542,3.536361,3.391142,3.680143,2.914491,3.099561,1.470833,1.205161,0.000000,0.000000,0.000000,0.000000
1.008334,3.715050,3.654682,3.592503,3.415674,3.276849,3.323800,3.306506,3.415877,3.440257,3.419279,3.294424,3.518955,3.536684,3.391656,3.680447,2.914647,3.099739,1.471056,1.205355,0.000000,0.000000,0.000000,0.000000
1.008451,3.715550,3.655175,3.592943,3.416133,3.277277,3.324283,3.306997,3.416357,3.440633,3.419757,3.294841,3.519367,3.537157,3.392071,3.680935,2.915060,3.100163,1.471222,1.205507,0.000000,0.000000,0.000000,0.000000
1.008239,3.714645,3.654293,3.592090,3.415323,3.276500,3.323489,3.306161,3.415495,3.439863,3.418934,3.294097,3.518598,3.536321,3.391303,3.680046,2.914343,3.099386,1.470901,1.205199,0.000000,0.000000,0.000000,0.000000
1.008345,3.715169,3.654803,3.592577,3.415803,3.276907,3.323916,3.306653,3.415996,3.440273,3.419409,3.294512,3.519003,3.536778,3.391683,3.680558,2.914777,3.099864,1.471050,1.205365,0.000000,0.000000,0.000000,0.000000
1.008491,3.715707,3.655328,3.593072,3.416278,3.277384,3.324401,3.307151,3.416516,3.440716,3.419922,3.294944,3.519474,3.537291,3.392123,3.681075,2.915185,3.100327,1.471276,1.205531,0.000000,0.000000,0.000000,0.000000
1.008811,3.716749,3.656406,3.594194,3.417265,3.278511,3.325494,3.308136,3.417522,3.441749,3.420888,3.296028,3.520609,3.538399,3.393366,3.682199,2.915995,3.101165,1.471808,1.205973,0.000000,0.000000,0.000000,0.000000
1.008284,3.714889,3.654499,3.592223,3.415520,3.276688,3.323730,3.306391,3.415731,3.440008,3.419148,3.294237,3.518744,3.536568,3.391479,3.680289,2.914492,3.099562,1.470943,1.205275,0.000000,0.000000,0.000000,0.000000
1.008254,3.714894,3.654505,3.592162,3.415508,3.276613,3.323696,3.306398,3.415778,3.439904,3.419221,3.294158,3.518692,3.536511,3.391306,3.680279,2.914533,3.099644,1.470915,1.205210,0.000000,0.000000,0.000000,0.000000
1.008168,3.714371,3.654001,3.591902,3.415047,3.276239,3.323161,3.305896,3.415223,3.439623,3.418635,3.293834,3.518267,3.536011,3.390983,3.679733,2.914114,3.099196,1.470780,1.205118,0.000000,0.000000,0.000000,0.000000
1.008145,3.714355,3.653966,3.591698,3.415020,3.276227,3.323282,3.305915,3.415238,3.439511,3.418700,3.293768,3.518252,3.536063,3.390996,3.679763,2.914088,3.099124,1.470727,1.205067,0.000000,0.000000,0.000000,0.000000
1.008195,3.714472,3.654112,3.591919,3.415152,3.276329,3.323314,3.305994,3.415327,3.439699,3.418757,3.293937,3.518425,3.536136,3.391142,3.679864,2.914201,3.099234,1.470826,1.205138,0.000000,0.000000,0.000000,0.000000
1.008767,3.716596,3.656243,3.594048,3.417117,3.278350,3.325322,3.307982,3.417364,3.441605,3.420739,3.295887,3.520441,3.538223,3.393195,3.682014,2.915857,3.101026,1.471736,1.205912,0.000000,0.000000,0.000000,0.000000
1.008291,3.714903,3.654516,3.592339,3.415523,3.276663,3.323614,3.306349,3.415723,3.440094,3.419107,3.294279,3.518771,3.536498,3.391467,3.680259,2.914525,3.099601,1.470969,1.205294,0.000000,0.000000,0.000000,0.000000
1.008635,3.716109,3.655751,3.593543,3.416675,3.277903,3.324894,3.307540,3.416899,3.441144,3.420286,3.295462,3.519990,3.537777,3.392730,3.681539,2.915470,3.100629,1.471530,1.205731,0.000000,0.000000,0.000000,0.000000
1.008139,3.714348,3.653974,3.591792,3.415040,3.276205,3.323172,3.305876,3.415211,3.439577,3.418612,3.293831,3.518282,3.536003,3.390998,3.679739,2.914084,3.099143,1.470744,1.205096,0.000000,0.000000,0.000000,0.000000
1.008126,3.714348,3.653952,3.591630,3.415004,3.276151,3.323237,3.305889,3.415242,3.439427,3.418682,3.293738,3.518225,3.536025,3.390923,3.679747,2.914086,3.099119,1.470707,1.205044,0.000000,0.000000,0.000000,0.000000
1.008596,3.716048,3.655660,3.593485,3.416590,3.277739,3.324718,3.307462,3.416802,3.441061,3.420200,3.295322,3.519818,3.537627,3.392524,3.681400,2.915442,3.100575,1.471432,1.205678,0.000000,0.000000,0.000000,0.000000
1.008286,3.714933,3.654549,3.592255,3.415559,3.276701,3.323769,3.306433,3.415771,3.440013,3.419209,3.294254,3.518774,3.536588,3.391473,3.680330,2.914568,3.099619,1.470945,1.205269,0.000000,0.000000,0.000000,0.000000
1.008187,3.714610,3.654213,3.591924,3.415244,3.276378,3.323434,3.306126,3.415470,3.439720,3.418893,3.293947,3.518446,3.536257,3.391147,3.679998,2.914312,3.099350,1.470791,1.205147,0.000000,0.000000,0.000000,0.000000
1.008240,3.714731,3.654358,3.592135,3.415392,3.276548,3.323552,3.306241,3.415583,3.439910,3.419030,3.294134,3.518635,3.536384,3.391336,3.680125,2.914400,3.099463,1.470886,1.205212,0.000000,0.000000,0.000000,0.000000
1.008670,3.716368,3.655992,3.593747,3.416876,3.278020,3.325023,3.307758,3.417134,3.441346,3.420526,3.295558,3.520130,3.537930,3.392817,3.681738,2.915700,3.100847,1.471560,1.205784,0.000000,0.000000,0.000000,0.000000
1.008225,3.714602,3.654229,3.592070,3.415248,3.276411,3.323348,3.306084,3.415438,3.439828,3.418839,3.294019,3.518506,3.536210,3.391216,3.679973,2.914282,3.099360,1.470865,1.205193,0.000000,0.000000,0.000000,0.000000
1.008330,3.715236,3.654835,3.592551,3.415806,3.276877,3.323936,3.306695,3.416066,3.440274,3.419515,3.294398,3.518941,3.536802,3.391574,3.680578,2.914854,3.099919,1.471003,1.205335,0.000000,0.000000,0.000000,0.000000
1.008586,3.715908,3.655528,3.593372,3.416486,3.277687,3.324658,3.307338,3.416693,3.440968,3.420074,3.295274,3.519761,3.537559,3.392502,3.681301,2.915297,3.100434,1.471428,1.205654,0.000000,0.000000,0.000000,0.000000
1.008300,3.714976,3.654595,3.592262,3.415597,3.276750,3.323829,3.306480,3.415846,3.439997,3.419289,3.294293,3.518828,3.536634,3.391491,3.680387,2.914575,3.099684,1.470983,1.205263,0.000000,0.000000,0.000000,0.000000
1.008214,3.714514,3.654145,3.592010,3.415182,3.276378,3.323301,3.306012,3.415363,3.439767,3.418750,3.294000,3.518461,3.536155,3.391194,3.679893,2.914191,3.099263,1.470853,1.205175,0.000000,0.000000,0.000000,0.000000
1.008619,3.716234,3.655857,3.593580,3.416739,3.277839,3.324860,3.307635,3.417019,3.441197,3.420414,3.295361,3.519943,3.537774,3.392587,3.681587,2.915619,3.100761,1.471481,1.205713,0.000000,0.000000,0.000000,0.000000
1.008802,3.716714,3.656365,3.594152,3.417222,3.278462,3.325439,3.308095,3.417485,3.441707,3.420854,3.295991,3.520561,3.538345,3.393314,3.682136,2.915951,3.101121,1.471791,1.205953,0.000000,0.000000,0.000000,0.000000
1.008356,3.715100,3.654740,3.592612,3.415742,3.276901,3.323828,3.306571,3.415908,3.440291,3.419296,3.294528,3.518991,3.536722,3.391711,3.680486,2.914695,3.099784,1.471077,1.205385,0.000000,0.000000,0.000000,0.000000
1.008227,3.714658,3.654289,3.592033,3.415303,3.276479,3.323510,3.306183,3.415513,3.439825,3.418973,3.294024,3.518548,3.536338,3.391259,3.680055,2.914368,3.099391,1.470872,1.205181,0.000000,0.000000,0.000000,0.000000
1.008355,3.715199,3.654820,3.592566,3.415802,3.276949,3.323973,3.306666,3.416015,3.440308,3.419444,3.294502,3.519036,3.536818,3.391731,3.680583,2.914788,3.099853,1.471059,1.205367,0.000000,0.000000,0.000000,0.000000
1.008230,3.714657,3.654278,3.592199,3.415302,3.276487,3.323398,3.306148,3.415469,3.439869,3.418881,3.294094,3.518513,3.536269,3.391217,3.680015,2.914373,3.099455,1.470883,1.205213,0.000000,0.000000,0.000000,0.000000
1.008553,3.715994,3.655616,3.593340,3.416520,3.277611,3.324630,3.307412,3.416792,3.440971,3.420190,3.295139,3.519707,3.537541,3.392341,3.681348,2.915434,3.100572,1.471378,1.205625,0.000000,0.000000,0.000000,0.000000
1.008210,3.714673,3.654288,3.592012,3.415317,3.276466,3.323514,3.306191,3.415523,3.439793,3.418968,3.294039,3.518533,3.536327,3.391243,3.680065,2.914366,3.099398,1.470831,1.205178,0.000000,0.000000,0.000000,0.000000
1.008277,3.714866,3.654490,3.592257,3.415517,3.276692,3.323693,3.306363,3.415709,3.440034,3.419120,3.294276,3.518778,3.536536,3.391501,3.680275,2.914487,3.099568,1.470956,1.205275,0.000000,0.000000,0.000000,0.000000
1.008415,3.715474,3.655097,3.592828,3.416057,3.277161,3.324200,3.306932,3.416297,3.440516,3.419720,3.294719,3.519248,3.537064,3.391918,3.680860,2.915017,3.100121,1.471150,1.205455,0.000000,0.000000,0.000000,0.000000
1.008255,3.714667,3.654305,3.592156,3.415327,3.276517,3.323450,3.306151,3.415500,3.439902,3.418897,3.294132,3.518606,3.536311,3.391339,3.680058,2.914321,3.099399,1.470920,1.205232,0.000000,0.000000,0.000000,0.000000
1.008107,3.714266,3.653890,3.591691,3.414956,3.276077,3.323065,3.305794,3.415137,3.439489,3.418548,3.293680,3.518154,3.535902,3.390845,3.679649,2.914052,3.099092,1.470680,1.205072,0.000000,0.000000,0.000000,0.000000
1.008263,3.714962,3.654555,3.592223,3.415555,3.276627,3.323709,3.306447,3.415832,3.439956,3.419263,3.294180,3.518721,3.536541,3.391319,3.680315,2.914599,3.099692,1.470925,1.205217,0.000000,0.000000,0.000000,0.000000
1.008364,3.715271,3.654889,3.592649,3.415867,3.276976,3.323990,3.306723,3.416076,3.440376,3.419507,3.294551,3.519081,3.536859,3.391752,3.680635,2.914859,3.099920,1.471074,1.205388,0.000000,0.000000,0.000000,0.000000
1.008642,3.716100,3.655740,3.593554,3.416678,3.277897,3.324882,3.307536,3.416885,3.441147,3.420274,3.295466,3.519977,3.537764,3.392731,3.681527,2.915448,3.100610,1.471517,1.205730,0.000000,0.000000,0.000000,0.000000
1.008272,3.714813,3.654432,3.592180,3.415443,3.276618,3.323623,3.306302,3.415657,3.439978,3.419066,3.294173,3.518696,3.536464,3.391423,3.680205,2.914424,3.099503,1.470930,1.205252,0.000000,0.000000,0.000000,0.000000
1.008298,3.714868,3.654511,3.592345,3.415524,3.276706,3.323651,3.306355,3.415700,3.440088,3.419125,3.294314,3.518812,3.536491,3.391523,3.680246,2.914486,3.099574,1.470985,1.205271,0.000000,0.000000,0.000000,0.000000
1.008304,3.714911,3.654540,3.592468,3.415570,3.276706,3.323615,3.306405,3.415718,3.440121,3.419119,3.294350,3.518770,3.536542,3.391478,3.680279,2.914594,3.099656,1.470997,1.205311,0.000000,0.000000,0.000000,0.000000
1.008507,3.715836,3.655449,3.593181,3.416370,3.277459,3.324476,3.307256,3.416628,3.440827,3.420022,3.295015,3.519570,3.537371,3.392204,3.681182,2.915301,3.100428,1.471312,1.205570,0.000000,0.000000,0.000000,0.000000
